202104200000,7.74429699
202104200100,7.57416832
202104200200,7.71993105
202104200300,7.87145464
202104200400,7.83520595
202104200500,7.88429135
202104200600,7.98213785
202104200700,7.98698289
202104200800,7.81248123
202104200900,7.64619947
202104201000,6.98877184
202104201100,6.95246409
202104201200,6.92872341
202104201300,6.91145969
202104201400,7.25885958
202104201500,7.09862132
202104201600,6.68366268
202104201700,6.86522974
202104201800,7.02421844
202104201900,7.05274908
202104202000,7.36698941
202104202100,7.343649
202104202200,7.64931195
202104202300,7.65012875
202104210000,7.2068766
202104210100,7.25762538
202104210200,7.37812751
202104210300,7.38980779
202104210400,7.43749027
202104210500,7.53574752
202104210600,7.3700718
202104210700,7.52709744
202104210800,7.38774454
202104210900,7.3330158
202104211000,7.29827956
202104211100,7.46375193
202104211200,7.52834442
202104211300,7.40705878
202104211400,7.38433452
202104211500,7.37532047
202104211600,7.33594357
202104211700,7.25998004
202104211800,7.33092571
202104211900,7.27518732
202104212000,6.96087815
202104212100,6.91078518
202104212200,7.13388043
202104212300,7.2221148
202104220000,7.3061286
202104220100,7.34926896
202104220200,7.2385716
202104220300,7.2160212
202104220400,7.12166984
202104220500,7.26149859
202104220600,7.01969492
202104220700,6.99441755
202104220800,6.897041
202104220900,6.9864432
202104221000,6.96022432
202104221100,6.94214644
202104221200,6.80757831
202104221300,6.59643387
202104221400,6.80818906
202104221500,6.89749749
202104221600,6.82953248
202104221700,6.78618676
202104221800,6.56140885
202104221900,6.63419328
202104222000,6.51884016
202104222100,6.696958
202104222200,6.7198275
202104222300,6.64425254
202104230000,6.73969539
202104230100,6.73508751
202104230200,6.95235119
202104230300,6.64321995
202104230400,6.52175037
202104230500,6.34200443
202104230600,5.8958366
202104230700,5.78270576
202104230800,5.43068372
202104230900,5.44661852
202104231000,5.2342492
202104231100,4.6022685
202104231200,4.52478078
202104231300,4.8863322
202104231400,4.61777774
202104231500,4.752155
202104231600,4.64344848
202104231700,4.52505944
202104231800,4.9799019
202104231900,4.82702132
202104232000,5.18364072
202104232100,5.24727999
202104232200,4.8687412
202104232300,4.8596953
202104240000,5.056119
202104240100,5.0593432
202104240200,5.11029748
202104240300,4.99523135
202104240400,5.18538025
202104240500,5.2696488
202104240600,5.18249368
202104240700,5.11052291
202104240800,5.29514416
202104240900,5.5379915
202104241000,5.17480656
202104241100,5.33158263
202104241200,5.4217445
202104241300,5.427683
202104241400,5.62325616
202104241500,5.74011375
202104241600,5.55158358
202104241700,5.45217544
202104241800,5.49982266
202104241900,5.47404114
202104242000,5.14457154
202104242100,5.09959152
202104242200,5.31314388
202104242300,5.20486238
202104250000,5.1770355
202104250100,5.32250691
202104250200,5.18139312
202104250300,5.25426739
202104250400,5.19336833
202104250500,5.147628
202104250600,5.21962395
202104250700,5.10843467
202104250800,5.05650021
202104250900,4.96779254
202104251000,4.95449164
202104251100,5.09554918
202104251200,5.16720153
202104251300,4.9409474
202104251400,5.0518232
202104251500,5.12316523
202104251600,5.0828952
202104251700,5.10594173
202104251800,5.25616519
202104251900,5.19997309
202104252000,5.23931569
202104252100,5.25101395
202104252200,5.33963084
202104252300,5.34453084
202104260000,5.33621123
202104260100,5.429555
202104260200,5.443404
202104260300,5.28718673
202104260400,5.26385734
202104260500,5.13140304
202104260600,4.9558251
202104260700,4.79642897
202104260800,4.8961817
202104260900,4.98388611
202104261000,5.33246927
202104261100,5.45037423
202104261200,5.44048459
202104261300,5.49599769
202104261400,5.48456576
202104261500,5.62492013
202104261600,5.66290791
202104261700,5.59139196
202104261800,5.56183222
202104261900,5.59376739
202104262000,5.63031462
202104262100,5.75920818
202104262200,5.75072883
202104262300,5.75715492
202104270000,5.68796361
202104270100,5.75168072
202104270200,5.72342463
202104270300,5.80273601
202104270400,5.8869425
202104270500,5.98024521
202104270600,5.82241013
202104270700,5.90158434
202104270800,6.33997846
202104270900,6.27173117
202104271000,6.28616214
202104271100,6.48460779
202104271200,6.72989948
202104271300,6.62494413
202104271400,6.73205942
202104271500,6.84264731
202104271600,7.01072161
202104271700,6.75588681
202104271800,6.80524805
202104271900,6.86872192
202104272000,6.94511415
202104272100,6.94557598
202104272200,6.72824205
202104272300,6.66616328
202104280000,6.68772552
202104280100,6.63887781
202104280200,6.60220175
202104280300,6.62979746
202104280400,6.58174825
202104280500,6.561819
202104280600,6.66185148
202104280700,6.74315656
202104280800,6.64811357
202104280900,6.95728618
202104281000,6.83330041
202104281100,7.09242944
202104281200,7.10787396
202104281300,7.10309215
202104281400,7.1642352
202104281500,6.9608916
202104281600,6.55862592
202104281700,6.76056081
202104281800,6.605928
202104281900,6.56357652
202104282000,6.70580477
202104282100,6.76255789
202104282200,6.74498832
202104282300,6.74945271
202104290000,6.6539872
202104290100,6.6311616
202104290200,6.61534026
